authour,category,date,push,title,url
godtone0908,5, 8/04,33,討論   熱狗 微博,/bbs/Hip-Hop/M.1564910879.A.791.html
look1225,10, 8/04,31,Re   討論   熱狗 微博,/bbs/Hip-Hop/M.1564917808.A.3B3.html
guestwhat,6, 8/04,48,問題   ktv 生態 調查,/bbs/Hip-Hop/M.1564921597.A.DD0.html
onioneggss,9, 8/04,1,趣味   人人 來 猜歌 2   Gaweed,/bbs/Hip-Hop/M.1564926276.A.C73.html
shikai5566,9, 8/02,7,趣味   娛百   jony   j   專訪,/bbs/Hip-Hop/M.1564742088.A.D20.html
wlo3100876,7, 8/02,15,創作   分享 一下 我 做 的 beat,/bbs/Hip-Hop/M.1564743077.A.018.html
henryhuang17,0, 8/02,爆,公告   中國 新 說 唱 2019   第八集   集中 討論 串,/bbs/Hip-Hop/M.1564743081.A.C36.html
foam0406,10, 7/31,14,Re   討論   對 於 這 三季 的 看法,/bbs/Hip-Hop/M.1564508734.A.B18.html
zzzz12zz,7, 7/31,1,創作   輔大嘻文 IDBETS   新 歌 台北 交通,/bbs/Hip-Hop/M.1564533774.A.4DA.html
gglp5278,11, 7/31,8,收購   收購 國蛋 專輯,/bbs/Hip-Hop/M.1564545183.A.813.html
onioneggss,3, 7/29,12,音樂   人人 Cypher   vol3,/bbs/Hip-Hop/M.1564408124.A.758.html
gary65098,11, 7/29,2,售票     817   顏社 咖啡 廳   春艷場,/bbs/Hip-Hop/M.1564410185.A.7A7.html
JEWH,3, 7/29,8,音樂   Barry   Chen     Ridin   Thru   the   City,/bbs/Hip-Hop/M.1564413874.A.158.html
foam0406,5, 7/30,23,討論   楊和蘇 這 一年 經歷 了 什麼,/bbs/Hip-Hop/M.1564416296.A.59B.html
square87,3, 7/30,4,音樂   Tyson   YoshiBAE,/bbs/Hip-Hop/M.1564423166.A.FAB.html
peter31409,5, 7/28,23,討論   這 就是 街舞 第 11 集   心得   上,/bbs/Hip-Hop/M.1564248331.A.924.html
joywilliamjo,5, 7/28,8,討論   這 就是 街舞   第二季   第 11 集,/bbs/Hip-Hop/M.1564251196.A.568.html
sjwatson,10, 7/28,6,Re   問題   新 說 唱 投票,/bbs/Hip-Hop/M.1564256508.A.A8C.html
k45446123,3, 8/04,5,音樂 Jo   Woo   ChanReality   Check   FeatDok2,/bbs/Hip-Hop/M.1564929514.A.216.html
look1225,10, 8/02,6,Re   討論   中國 新 說 唱 2   5 進 4 大雷,/bbs/Hip-Hop/M.1564747462.A.46A.html
yang0405,3, 8/02,11,音樂   CHING   G   SQUADDETOX,/bbs/Hip-Hop/M.1564747530.A.2AA.html
a21534,5, 8/03,34,討論   劉聰 是 得罪 節目 了 嗎,/bbs/Hip-Hop/M.1564764245.A.5F6.html
ja78992,5, 8/03,32,討論   新 說 唱 ep8   觀後感,/bbs/Hip-Hop/M.1564768142.A.507.html
ashianQQ,4, 7/31,3,活動   119   夜貓 組   桃園 鐵 玫瑰     小型 演唱 會,/bbs/Hip-Hop/M.1564547786.A.FD1.html
prettybozy,5, 7/31,40,討論   新秀 跟 楊 和 蘇 的 快嘴 哪個 比 較 有 難度,/bbs/Hip-Hop/M.1564550294.A.209.html
peter31409,5, 7/31,28,討論   這 就是 街舞 復 活賽,/bbs/Hip-Hop/M.1564558084.A.5F6.html
kelosh22,5, 7/30,23,討論   紅花會 是不是 已經 不紅 了,/bbs/Hip-Hop/M.1564456715.A.BC6.html
SugarK2222,5, 7/30,7,討論   最強 高校 生   第一集,/bbs/Hip-Hop/M.1564458077.A.6F1.html
asd097287,5, 7/30,5,討論   新 說 唱 的 導師 學員 互選,/bbs/Hip-Hop/M.1564458190.A.6D5.html
dinopeter,5, 7/30,34,討論   這屆 新 說 唱收 穫 最 多 的 人,/bbs/Hip-Hop/M.1564470428.A.643.html
hisaken,10, 7/30,5,Re   討論   中國 新 說 唱 紅綠榜,/bbs/Hip-Hop/M.1564472157.A.3CE.html
MF3HD,5, 7/30,4,討論   陪 審團判 決凱蒂佩芮 抄襲 饒 舌 歌曲 節奏,/bbs/Hip-Hop/M.1564474213.A.787.html
z83420123,5, 7/28,18,討論   AOMG 選秀 節目 Sign   Here   822 開播,/bbs/Hip-Hop/M.1564262995.A.691.html
KarlMarx,10, 7/28,15,Re   問題   新 說 唱 投票,/bbs/Hip-Hop/M.1564288904.A.71D.html
peter31409,5, 7/28,21,討論   這 就是 街舞   第 11 集   心得 下,/bbs/Hip-Hop/M.1564293240.A.936.html
Capufish,5, 7/28,14,討論   新 說 唱 的 TURBO 聲音 很 像 瘦子,/bbs/Hip-Hop/M.1564298983.A.784.html
Mezerized,5, 7/28,32,討論   面對 低潮 為主題 的 歌,/bbs/Hip-Hop/M.1564306035.A.002.html
solomy,5, 7/28,38,討論   BR 跟 stusis 槓上 了,/bbs/Hip-Hop/M.1564307397.A.D47.html
yang0405,5, 7/27,12,討論   這季 來 的 是不是 都 是 FreeStyle 高手,/bbs/Hip-Hop/M.1564189741.A.1B6.html
jfs,10, 7/27,6,Re   討論   這季 來 的 是不是 都 是 FreeStyle 高手,/bbs/Hip-Hop/M.1564194683.A.D76.html
hisaken,5, 7/27,28,討論   51F 戰隊 是不是 該 改叫 大 傻 戰隊,/bbs/Hip-Hop/M.1564197209.A.208.html
foam0406,5, 8/03,13,討論   這集 完全 可以 改成 鋼鐵麥克 形式 啊,/bbs/Hip-Hop/M.1564770706.A.589.html
fall31,7, 7/31,1,創作   櫻花,/bbs/Hip-Hop/M.1564566125.A.E94.html
yang0405,5, 7/31,51,討論   新 說 唱   新 Beef,/bbs/Hip-Hop/M.1564567791.A.8A0.html
tanp23lj,3, 7/31,2,音樂   Kiddy   XL   ft   DOTS     太空 總署,/bbs/Hip-Hop/M.1564570251.A.C22.html
js2a117573,10, 7/30,2,Re   問題   為 啥 水管 找 不到 國蛋   Honda     Toyota  ,/bbs/Hip-Hop/M.1564479969.A.CB8.html
a31018145,3, 7/30,1,音樂   人物 介紹 G   Perico,/bbs/Hip-Hop/M.1564484101.A.5D9.html
MF3HD,3, 7/30,3,音樂   Kanye   West 率 合唱 團 重新 詮釋 Nirvana 歌曲,/bbs/Hip-Hop/M.1564486137.A.5BC.html
monster5566,5, 7/30,42,討論   中國 新 說 唱 7 進 5 大雷,/bbs/Hip-Hop/M.1564488375.A.282.html
KarlMarx,3, 7/28,31,音樂 劉聰 KeyLKafeHuJD 夢 徐 KiggaHadouken,/bbs/Hip-Hop/M.1564324814.A.357.html
jimluvssally,3, 7/28,24,音樂   範例 三維 多利 亞,/bbs/Hip-Hop/M.1564326693.A.E60.html
andrewlan,6, 7/28,19,問題   為 啥 水管 找 不到 國蛋   Honda     Toyota  ,/bbs/Hip-Hop/M.1564328090.A.5C4.html
bbsbbbbsbb,3, 7/29,6,音樂   Lil   Dicky   嘻哈 味十足 的 喜劇 人生,/bbs/Hip-Hop/M.1564363558.A.180.html
subsonic,3, 7/27,14,音樂   福克斯 圈粉 的 功力 是不是 真的 很強,/bbs/Hip-Hop/M.1564201824.A.0B3.html
dindaofay,6, 7/27,10,問題   劉聰 是不是 在 撩 紫琪 啊,/bbs/Hip-Hop/M.1564202836.A.5DA.html
foam0406,5, 7/27,32,討論   GAIJONYJ 老萬 劉州 可以 算 上古 神獸 了 吧,/bbs/Hip-Hop/M.1564202875.A.491.html
yang0405,5, 7/27,27,討論   51F 是不是 一定 要 選一個 來 自外國 的 朋友,/bbs/Hip-Hop/M.1564204253.A.828.html
tree717,3, 7/26,9,音樂   Rich   Brian     Rapapapa   feat   RZA,/bbs/Hip-Hop/M.1564114471.A.475.html
dillydilly,3, 7/26,9,音樂   YBN   Cordae   新專,/bbs/Hip-Hop/M.1564121429.A.15A.html
CKYSChiang,3, 7/26,21,音樂   Gai 大 傻 Ranzer     投名 狀,/bbs/Hip-Hop/M.1564125548.A.BCF.html
GYLin,5, 7/29,35,討論   新秀 是不是 太 被 低估,/bbs/Hip-Hop/M.1564376063.A.B8B.html
joywilliamjo,5, 7/29,33,討論   smtm8   第一集   附中 字連結,/bbs/Hip-Hop/M.1564378819.A.1DE.html
foam0406,10, 7/29,30,Re   討論   BR 跟 stusis 槓上 了,/bbs/Hip-Hop/M.1564388018.A.206.html
ig49999,5, 7/27,18,討論   第一季 是不是 真的 純度 最高,/bbs/Hip-Hop/M.1564212744.A.9DF.html
polobolo,6, 7/27,2,問題   How   fly   is   heshe,/bbs/Hip-Hop/M.1564215010.A.2DC.html
yang0405,5, 7/27,53,討論   新 說 唱   復 活賽 選手 有雷,/bbs/Hip-Hop/M.1564219009.A.1FA.html
jasonsu0517,3, 7/27,31,音樂   鍾 翔宇   星星之火   完整 專輯,/bbs/Hip-Hop/M.1564224561.A.273.html
ZePhyRuin,5, 7/27,6,討論   NF   跟 Eminem 的 牛肉,/bbs/Hip-Hop/M.1564230577.A.695.html
qqqwsd,6, 7/27,27,問題   新 說 唱 投票,/bbs/Hip-Hop/M.1564235369.A.6D6.html
navicrops,3, 7/26,1,音樂   余尚 丞 Fish     厭世語 錄,/bbs/Hip-Hop/M.1564125966.A.BDA.html
abc1212050,3, 7/26,11,音樂   2019   XXL   Freshman   Cypher,/bbs/Hip-Hop/M.1564129094.A.B1C.html
chunx2,3, 7/26,7,音樂   Rosa     咳 God   SouuGod   Feat   JAYRoll,/bbs/Hip-Hop/M.1564130617.A.EA7.html
brad0625,4, 7/26,1,活動   CPTN   HOOK   6 週年 紀念 活動   日本 嘻哈傳 奇團,/bbs/Hip-Hop/M.1564135300.A.00A.html
henryhuang17,0, 7/26,爆,公告   中國 新 說 唱 2019   第七集   集中 討論 串,/bbs/Hip-Hop/M.1564135854.A.744.html
May75504,5, 7/29,11,討論   為 什麼 女權 都 不會 攻擊 饒 舌 歌手,/bbs/Hip-Hop/M.1564391206.A.790.html
KarlMarx,3, 7/29,28,音樂   GAI 周延     BIG   BRO,/bbs/Hip-Hop/M.1564398086.A.BE9.html
KarlMarx,3, 7/29,5,音樂   小青龍     新光 巷,/bbs/Hip-Hop/M.1564398747.A.1F7.html
abcder2001,5, 7/29,50,討論   中國 新 說 唱 2   六強 大雷,/bbs/Hip-Hop/M.1564400124.A.E38.html
cpks,3, 7/28,24,音樂     Cream   D   60 秒   street   kid,/bbs/Hip-Hop/M.1564243348.A.46A.html
baseballl,5, 7/28,12,討論   為 啥 媽寶會 比靠 爸強,/bbs/Hip-Hop/M.1564243661.A.707.html
cayolalee,3, 7/28,13,音樂   Kota   the   friendSedona,/bbs/Hip-Hop/M.1564244775.A.055.html
sclbtlove,3, 7/28,6,音樂   榕幫     甜蜜 城市   TFunk   Remix  ,/bbs/Hip-Hop/M.1564246843.A.0C5.html
qwerty666,3, 7/26,9,音樂   海底 隊想 的 美 JIAKABAI,/bbs/Hip-Hop/M.1564144344.A.070.html
subsonic,3, 7/26,6,音樂   Ranzer 肖恩 恩     從南到 北   合作 賽,/bbs/Hip-Hop/M.1564150533.A.E05.html
KarlMarx,3, 7/26,5,音樂   大 傻 GAI 周延 Ranzer     投名 狀 MV,/bbs/Hip-Hop/M.1564154805.A.EDA.html
foam0406,5, 7/22,7,討論   有 聽過 比 福克斯 的 follow   me 還 撩 的 嗎,/bbs/Hip-Hop/M.1563780756.A.DE6.html
eason7777,3, 7/22,13,音樂   DUF   撕裂,/bbs/Hip-Hop/M.1563783221.A.165.html
KarlMarx,5, 7/27,70,討論   中國 新 說 唱 2019   ep7,/bbs/Hip-Hop/M.1564157145.A.386.html
qwtl0213,3, 7/27,1,音樂     Chris   Brown   ft   Drake     No   Guidance,/bbs/Hip-Hop/M.1564159851.A.795.html
taipei5566,5, 7/27,39,討論   失落 的 第三季,/bbs/Hip-Hop/M.1564160433.A.0BA.html
mhfo3035,3, 7/27,3,音樂   Live   FastAlan   Walker     AAP   Rocky,/bbs/Hip-Hop/M.1564163253.A.B91.html
mingminghuan,5, 7/22,96,討論   截至 第六期   大家 最喜歡 的 選手,/bbs/Hip-Hop/M.1563784801.A.182.html
teenslord,11, 7/22,2,售票   Jony   J   727   台北 場,/bbs/Hip-Hop/M.1563789913.A.221.html
jermino,3, 7/22,11,音樂   BuY     Yeow     卡   Cut,/bbs/Hip-Hop/M.1563797693.A.1D8.html
oortaka,7, 7/22,1,創作   VT 感冒 藥,/bbs/Hip-Hop/M.1563807437.A.C15.html
kanoto,10, 7/22,12,Re   討論 這 就是 街舞     暴雷 版,/bbs/Hip-Hop/M.1563808115.A.B3C.html
df7326068,3, 7/27,10,音樂   WUDU     love   song,/bbs/Hip-Hop/M.1564163941.A.20B.html
KarlMarx,3, 7/27,3,音樂   NF     Leave   Me   Alone,/bbs/Hip-Hop/M.1564182461.A.9B4.html
dreamenjoy,5, 7/27,13,討論   這季 是不是 很多 錄音室 歌手 啊,/bbs/Hip-Hop/M.1564187524.A.8E5.html
abc1212050,9, 7/22,21,趣味   stu   sis 粉專   饒舌 巨擘 Top   10,/bbs/Hip-Hop/M.1563809177.A.130.html
ae861031,6, 7/23,5,問題   想 找 類似 影片 裡的 風格 音樂,/bbs/Hip-Hop/M.1563874444.A.DC9.html
navicrops,5, 7/23,24,討論   JD,/bbs/Hip-Hop/M.1563882662.A.00C.html
Mezerized,3, 7/24,8,音樂   JD     Real   Lie,/bbs/Hip-Hop/M.1563899804.A.5F3.html
qwe123456460,4, 7/24,11,活動   徐 真真 台北 巡演   817,/bbs/Hip-Hop/M.1563900273.A.41E.html
pttfaywu,10, 7/24,4,Re   討論   有 聽過 比 福克斯 的 follow   me 還 撩 的 嗎,/bbs/Hip-Hop/M.1563904666.A.2C1.html
jw8878,3, 7/24,5,音樂   Popo   J   傑森     For   team   801,/bbs/Hip-Hop/M.1563908295.A.889.html
joywilliamjo,5, 7/24,17,討論   這 就是 街舞   第二季   第十集   會員版 battle,/bbs/Hip-Hop/M.1563930750.A.936.html
DrNTU,10, 7/24,2,Re   討論   有 聽過 比 福克斯 的 follow   me 還 撩 的 嗎,/bbs/Hip-Hop/M.1563933211.A.F73.html
allenchen106,3, 7/20,4,音樂   Lonzo   Ball     Doin   Something,/bbs/Hip-Hop/M.1563596694.A.7F2.html
foam0406,5, 7/20,9,討論   節目 出 糗 選擇 自嘲 跟 反擊 喜歡 哪個,/bbs/Hip-Hop/M.1563614725.A.3EB.html
yang0405,5, 7/20,10,討論   低調 組合   在 一起 了 有 雷,/bbs/Hip-Hop/M.1563617576.A.3B0.html
notphate,3, 7/24,1,音樂   元朗 黑夜,/bbs/Hip-Hop/M.1563978384.A.757.html
AtenWang,5, 7/25,27,討論   周湯豪   what   a   life   上架,/bbs/Hip-Hop/M.1563984584.A.ED8.html
hyperbrand00,6, 7/17,4,問題   霧 都 夜話 歌詞 問題,/bbs/Hip-Hop/M.1563347073.A.535.html
Thewayfrom,4, 7/24,4,活動   人人 有功 練   南拳 北腿 台南 場,/bbs/Hip-Hop/M.1563942643.A.56B.html
hisaken,5, 7/24,41,討論   中國 新 說 唱 紅綠榜,/bbs/Hip-Hop/M.1563944486.A.2FD.html
hy654,5, 7/24,7,討論   反骨周 湯豪,/bbs/Hip-Hop/M.1563965546.A.5AF.html
kg158,3, 7/20,2,音樂   新 說 唱   eyes   on   me   潘潘   小艾,/bbs/Hip-Hop/M.1563629397.A.1AB.html
taipei5566,5, 7/20,35,討論   新 說 唱 參加過 的 再 參加 真的 不好 吧,/bbs/Hip-Hop/M.1563631211.A.3D7.html
zyc5566,6, 7/20,1,問題   求一 張圖 瘦 人,/bbs/Hip-Hop/M.1563636157.A.F47.html
subsonic,3, 7/20,3,音樂   Ranzer     My   Leica   Is   Black,/bbs/Hip-Hop/M.1563636669.A.75F.html
dreamenjoy,5, 7/25,36,討論   劉聰 vs 大 傻,/bbs/Hip-Hop/M.1563990542.A.AA2.html
subsonic,3, 7/25,3,音樂   福克斯     小 城市 的 大人物 現場 完整版,/bbs/Hip-Hop/M.1563994040.A.1DB.html
sean1004,7, 7/25,11,創作   自己 做 的 beat,/bbs/Hip-Hop/M.1564003367.A.424.html
KarlMarx,3, 7/17,5,音樂   功夫 胖 KungFuPenRanzer     海底 撈 月,/bbs/Hip-Hop/M.1563357389.A.B44.html
henryhuang17,9, 7/17,5,趣味   劉柏辛   Lexie   Liu     Love     Run   出來面 對,/bbs/Hip-Hop/M.1563358069.A.6E4.html
fffyyy50,3, 7/17,6,音樂   Rich   Brian   Kids,/bbs/Hip-Hop/M.1563359002.A.F4B.html
laygoyolo,9, 7/17,2,趣味 Antidote 歌 詞裡 的 攝影師 現身 說法  ,/bbs/Hip-Hop/M.1563362855.A.375.html
subsonic,3, 7/17,5,音樂   法老 福克斯 小精靈 喉结 蜥蜴 春暖花開  ,/bbs/Hip-Hop/M.1563366959.A.3E1.html
gigiabc,6, 7/15,33,問題   CBlock 怎麼 還沒 被 朝廷 追殺,/bbs/Hip-Hop/M.1563169572.A.BA8.html
wugucc029,5, 7/15,5,討論   阿雞 白色恐怖 在 spotify 消失 了,/bbs/Hip-Hop/M.1563191673.A.CEA.html
chunx2,3, 7/15,17,音樂   向前走 2019   台灣 大哥大   ft 熊仔,/bbs/Hip-Hop/M.1563193207.A.918.html
skitshady,5, 7/24,57,討論   中國 Trap 曲風 第一 的 是 誰 更 高霧 都,/bbs/Hip-Hop/M.1563968092.A.624.html
henry654,5, 7/21,41,討論   好奇 大家 最喜歡 哪個 戰隊,/bbs/Hip-Hop/M.1563639346.A.A63.html
joywilliamjo,5, 7/21,73,討論   這 就是 街舞   第二季   第十集,/bbs/Hip-Hop/M.1563640181.A.F85.html
wwwsdf23456,5, 7/21,36,討論   今年 國蛋 專場 的 一點 心得,/bbs/Hip-Hop/M.1563643650.A.F65.html
navicrops,10, 7/21,X1,Re   討論   好奇 大家 最喜歡 哪個 戰隊,/bbs/Hip-Hop/M.1563649231.A.AE1.html
chh1470,3, 7/21,12,音樂   GEM   鄧紫棋 差不多 姑娘 Real   Talk,/bbs/Hip-Hop/M.1563681050.A.4CB.html
hy654,3, 7/25,6,音樂   Lil   Nas   X   Seoul   Town   Road,/bbs/Hip-Hop/M.1564028440.A.82C.html
yji3vu4gj4,5, 7/25,12,討論   JD 的 號碼 被 後 製,/bbs/Hip-Hop/M.1564029058.A.5E2.html
sgtpepper,3, 7/25,3,音樂   DJ   ShadowRocket   Fuel   feat   De   La   Soul,/bbs/Hip-Hop/M.1564031054.A.410.html
hy654,3, 7/25,8,音樂   BewhYGOTTASADAE,/bbs/Hip-Hop/M.1564051332.A.A7D.html
adonistao,10, 7/17,5,Re   討論   有嘻哈辦 在 台灣 的 話 會 不會 好看 100 倍,/bbs/Hip-Hop/M.1563367446.A.B44.html
penny1112,7, 7/17,1,創作   Hobrew 沉 澱 Full   album,/bbs/Hip-Hop/M.1563370921.A.C25.html
Mezerized,10, 7/17,22,Re   討論   有嘻哈辦 在 台灣 的 話 會 不會 好看 100 倍,/bbs/Hip-Hop/M.1563372698.A.4E7.html
bbsbbbbsbb,3, 7/17,5,音樂   Young   Thug   破除 傳統 奇異 詭譎 魔聲 領導,/bbs/Hip-Hop/M.1563375055.A.48E.html
pptdog,10, 7/18,9,Re   討論   有嘻哈辦 在 台灣 的 話 會 不會 好看 100 倍,/bbs/Hip-Hop/M.1563383490.A.134.html
da820201,5, 7/15,13,討論   熊仔 的 產量 算 高 嗎,/bbs/Hip-Hop/M.1563193773.A.0A1.html
KarlMarx,3, 7/15,28,音樂   劉聰 KeyLJrJasur     鬥 地主 之無影 無 蹤,/bbs/Hip-Hop/M.1563201493.A.550.html
foam0406,6, 7/16,20,問題   GAI 爺賺夠 了 嗎,/bbs/Hip-Hop/M.1563217851.A.DE2.html
k66004zx,3, 7/16,11,音樂   福克斯 龍崎 法老 異鄉 人,/bbs/Hip-Hop/M.1563221858.A.C28.html
taipei5566,6, 7/14,14,問題   time  ,/bbs/Hip-Hop/M.1563038578.A.252.html
bbs32173,6, 7/14,13,問題   請問 哪裡 還買 的 到 蛋堡 月光,/bbs/Hip-Hop/M.1563051581.A.AC0.html
demons2002,3, 7/14,6,音樂   NFTime,/bbs/Hip-Hop/M.1563074396.A.754.html
Drake5566,3, 7/21,78,音樂   BR     藉口,/bbs/Hip-Hop/M.1563683056.A.D8D.html
yang0405,5, 7/21,X3,討論   Lifes   a   struggle   vs   差不多 先生,/bbs/Hip-Hop/M.1563689425.A.3B3.html
subsonic,3, 7/21,5,音樂   李 棒棒 Muti     EHHH,/bbs/Hip-Hop/M.1563710356.A.245.html
hy654,3, 7/21,7,音樂   Lil   Skies     Going   Off,/bbs/Hip-Hop/M.1563716705.A.F3F.html
cain1187,10, 7/25,31,Re   討論   JD 的 號碼 被 後 製,/bbs/Hip-Hop/M.1564052021.A.89F.html
jezzy30735,5, 7/25,3,討論   想 請 問兩位 饒 舌 歌手 近況,/bbs/Hip-Hop/M.1564059589.A.67A.html
pttmastering,3, 7/25,33,音樂   周湯豪   NICKTHEREALAll   These   Girls,/bbs/Hip-Hop/M.1564060672.A.676.html
richuncle97,5, 7/18,50,討論   曾經 的 饒 舌 歌手 現在身 在 何方,/bbs/Hip-Hop/M.1563384279.A.947.html
haiaku,10, 7/18,1,Re   問題   霧 都 夜話 歌詞 問題,/bbs/Hip-Hop/M.1563432037.A.5FF.html
gtalsc,2, 7/18,4,知識   hip   hop   5 國度,/bbs/Hip-Hop/M.1563436826.A.019.html
gtalsc,2, 7/18,1,知識   hip   hop 聖經,/bbs/Hip-Hop/M.1563439054.A.215.html
andreazack,3, 7/16,1,音樂   Gatsby   Jay     是 書 是 酒 就是 我,/bbs/Hip-Hop/M.1563238657.A.E90.html
zzzz12zz,7, 7/16,4,創作   輔大嘻哈 文化   IDBETS   新歌 Haircut,/bbs/Hip-Hop/M.1563251564.A.9ED.html
bigdickjohn,11, 7/16,31,實在 想不起 來 的 歌,/bbs/Hip-Hop/M.1563261088.A.272.html
Thewayfrom,8, 7/16,47,新聞 熊仔 與 索尼 音樂共創 新 品牌 能火,/bbs/Hip-Hop/M.1563261497.A.F45.html
qqqwsd,3, 7/16,1,音樂   楊和蘇 最 後 的 狂歡,/bbs/Hip-Hop/M.1563278614.A.AD3.html
endlesswcy,7, 7/14,1,創作   紀顥     我 是 一 隻 魚   cover 任賢齊,/bbs/Hip-Hop/M.1563083374.A.1F9.html
ig49999,5, 7/14,11,討論   中國 台灣 茶 米 代表作 到底 是 啥 阿,/bbs/Hip-Hop/M.1563086512.A.D52.html
foam0406,6, 7/14,7,問題   FreeC 是不是 很會 啊,/bbs/Hip-Hop/M.1563089489.A.736.html
yang0405,5, 7/14,16,討論   請問 丁丁 棒棒 是 什麼關 係,/bbs/Hip-Hop/M.1563089545.A.AA3.html
joywilliamjo,5, 7/14,58,討論   這 就是 街舞   第二季   第九集,/bbs/Hip-Hop/M.1563092208.A.1DD.html
alex870715,5, 7/11,14,討論   來 猜猜 楊和蘇 對 上 誰,/bbs/Hip-Hop/M.1562856574.A.864.html
sclbtlove,3, 7/11,20,音樂   人人 有功 練   人人 Cypher   vol2,/bbs/Hip-Hop/M.1562859157.A.3C7.html
sandcu,9, 7/21,27,趣味   大 傻 模仿秀,/bbs/Hip-Hop/M.1563723622.A.3E5.html
peter31409,5, 7/22,33,討論 這 就是 街舞     暴雷 版,/bbs/Hip-Hop/M.1563740870.A.E75.html
sdes1563,3, 7/22,4,音樂   Gin   Lee 李幸 倪 Goodnight   feat   BCW,/bbs/Hip-Hop/M.1563780455.A.E69.html
anson19960,3, 7/22,4,音樂   福克斯 愛,/bbs/Hip-Hop/M.1563780736.A.973.html
lillard0,6, 7/25,6,問題   Joyner   LucasDevils   work   歌詞 問題,/bbs/Hip-Hop/M.1564063716.A.50C.html
grayoasis,3, 7/25,3,音樂   李杰明   WML     霸凌,/bbs/Hip-Hop/M.1564068264.A.7E0.html
holywent801,3, 7/26,41,音樂   Rich   Brian 串流 全部 出來 了,/bbs/Hip-Hop/M.1564071679.A.3F0.html
alvin1928272,3, 7/26,2,音樂   Travis   Scott     WAKE   UP,/bbs/Hip-Hop/M.1564073075.A.A0C.html
charlie2363,5, 7/18,1,討論   能火算 背骨 人人 有功 練 嗎,/bbs/Hip-Hop/M.1563450509.A.B85.html
mQAQm,3, 7/18,15,音樂   Rich   Brian 專訪 Complex,/bbs/Hip-Hop/M.1563457480.A.7AE.html
KarlMarx,3, 7/18,5,音樂   LoopyNafla     Chosen,/bbs/Hip-Hop/M.1563463491.A.06D.html
kero2377,3, 7/16,爆,音樂   華語 嘻 哈 最 經典 的 diss 是 哪一首,/bbs/Hip-Hop/M.1563279562.A.45F.html
foam0406,10, 7/16,27,Re   討論   有嘻哈辦 在 台灣 的 話 會 不會 好看 100 倍,/bbs/Hip-Hop/M.1563291092.A.77B.html
wanboboq,5, 7/16,2,討論   苗雨福來 舊 時光,/bbs/Hip-Hop/M.1563292306.A.CAD.html
pianoguy91,10, 7/14,19,Re   討論   大 傻 是不是 過譽 了,/bbs/Hip-Hop/M.1563097340.A.330.html
taipei5566,5, 7/14,14,討論 聽 到 第三季   是不是 最強 還是 pgone,/bbs/Hip-Hop/M.1563099373.A.A81.html
yang0405,5, 7/14,40,討論   HHH   vs   CBlock,/bbs/Hip-Hop/M.1563101710.A.655.html
pptdog,10, 7/14,21,Re   討論   中國 台灣 的 茶 米 代表作 到底 是 啥 阿,/bbs/Hip-Hop/M.1563111959.A.24D.html
undernoodle,3, 7/14,14,音樂   Gil   G     MAMA   LET   ME   KNOW,/bbs/Hip-Hop/M.1563114681.A.918.html
a29657273,3, 7/11,34,音樂   熱狗 feat 瘦子   就 讓 子彈 飛,/bbs/Hip-Hop/M.1562860535.A.446.html
pttmastering,3, 7/12,24,音樂   婁峻 碩 SHOU     SOFA,/bbs/Hip-Hop/M.1562862466.A.120.html
dongwamilk,9, 7/12,8,趣味   如何 唱 mumble   rap,/bbs/Hip-Hop/M.1562898614.A.035.html
yaeida,3, 7/09,5,音樂   iann   dior   gone   girl   ftTrippie   Redd,/bbs/Hip-Hop/M.1562685138.A.B4F.html
KarlMarx,3, 7/09,8,音樂   Ice   PaperTroubleZ 西奧 Sio     綠洲,/bbs/Hip-Hop/M.1562686203.A.6EE.html
dtrock,6, 7/26,16,問題   關於嘻哈樂 評網 站,/bbs/Hip-Hop/M.1564075179.A.5AE.html
BigMama666,3, 7/26,14,音樂   NFThe   Search   新 專輯,/bbs/Hip-Hop/M.1564084010.A.025.html
taipei5566,5, 7/18,42,討論   第二季 冠軍是 ice 的 吧,/bbs/Hip-Hop/M.1563463648.A.E20.html
KarlMarx,3, 7/18,2,音樂   Hopsin     I   Dont   Want   It,/bbs/Hip-Hop/M.1563463832.A.2BC.html
dindaofay,6, 7/17,39,問題   有什麼 聽 了 會 一直 搖的 歌 嗎,/bbs/Hip-Hop/M.1563309361.A.0D6.html
isisss,5, 7/17,28,討論   屁孩 參加聲 林之王 2,/bbs/Hip-Hop/M.1563327977.A.3D2.html
pp771017,6, 7/15,8,問題   沖 天小 火箭 呢,/bbs/Hip-Hop/M.1563133085.A.D3D.html
h2030625,5, 7/15,3,討論   BR   VS   王大痣   中國 新 說 唱,/bbs/Hip-Hop/M.1563154019.A.CFD.html
TYisBRoKen,10, 7/15,10,Re   討論   中國 新 說 唱 2 八強 大 爆雷,/bbs/Hip-Hop/M.1563161047.A.ECF.html
hisaken,10, 7/15,8,Re   討論   大 傻 是不是 過譽 了,/bbs/Hip-Hop/M.1563162564.A.543.html
lagay,10, 7/15,13,Re   討論   為 啥 高爾 宣比 OZI 紅那麼 多,/bbs/Hip-Hop/M.1563162596.A.369.html
a19951218,3, 7/12,14,音樂   Remember   the   name 紅 髮 x 五角 x 阿姆,/bbs/Hip-Hop/M.1562918479.A.224.html
onioneggss,9, 7/12,4,趣味   大支 對 小人 的 創作 影響,/bbs/Hip-Hop/M.1562923311.A.514.html
